"","GEOID","NAME","QASIAN","QBLACK","QHISP","QNATAM","QAGEDEP","QFAM","MEDAGE","QSSBEN","QPOVTY","QRICH","PCINCOME","QESL","QFEMALE","QFHH","NHRES1K","HOSP100K","QNOHLTH","QED12LES","QCVLUN","PPUNIT","QRENTER","MDHSEVAL","MDGRENT","QMOHO","QEXTRCT","QSERV","QFEMLBR","QNOAUTO","QUNOCCHU","QHSEBRDN","ZQASIAN","ZQBLACK","ZQHISP","ZQNATAM","ZQAGEDEP","ZQFAM","ZMEDAGE","ZQSSBEN","ZQPOVTY","ZQRICH","ZPCINCOME","ZQESL","ZQFEMALE","ZQFHH","ZNHRES1K","ZHOSP100K","ZQNOHLTH","ZQED12LES","ZQCVLUN","ZPPUNIT","ZQRENTER","ZMDHSEVAL","ZMDGRENT","ZQMOHO","ZQEXTRCT","ZQSERV","ZQFEMLBR","ZQNOAUTO","ZQUNOCCHU","ZQHSEBRDN","RC1","RC2","RC4","RC3","RC5","RC6","RC7"
"1",1001,"Autauga County, Alabama",1.88357087654343,20.5305630942325,2.87747802800194,0.803393303258506,21.073347831557,69.6328613763582,38.6,34.8763857321768,15.2117576702126,4.16531379006447,29804,1.27471185405694,51.3794280989953,13.646273018229,4.42139273871269,1.79730045471702,7.96473154546954,11.2863180137348,2.90725233054195,2.55396818034232,25.3768727677536,161200,1011,16.7864928800037,0.838079739625712,15.3091944670464,51.0842332613391,5.41305255345795,9.02223910199603,20.8699855002417,0.0328788418811988,0.708220326086187,-0.482743610519842,-0.271290716486763,-0.929575315881721,0.272696173047376,-0.550925961589764,-0.369400434904751,0.0936884074279083,0.0229511007360646,0.113844054339064,-0.434384615464722,0.590860977709101,0.643180230643462,-0.533254738853643,-0.45375823963812,-0.299811585192353,-0.190604560093109,-0.895766138093104,0.247093421821844,-0.308428327329844,0.011868170480065,0.952147201980334,0.536793224434921,-0.769461282557859,-0.631941421685323,-0.43548599916368,-0.166912232508408,-0.862856395771386,0.342697497858934,-0.0993166505715419,-0.0137978414277438,-0.572874638157586,-0.254819534547028,-0.967418907482492,-0.438247280769132,0.97313267811004
"2",1003,"Baldwin County, Alabama",1.42929785742754,9.33487257717979,4.55680313712555,1.53328843872114,25.9637453101164,76.1263804512297,43.2,39.6028412673861,9.17367662778268,6.61772579628065,33751,1.80924639774341,51.4913715304024,8.67728770806811,5.22938986136939,1.83243315054813,9.50577041670337,9.52861541626222,3.91750571525852,2.56207836091711,23.000226063988,211600,1032,10.5738455863981,1.79815324801555,17.2657135914466,53.8050850216488,3.12563208680857,28.0092850351615,20.0352294843685,-0.128439203015022,-0.0521760060713314,-0.362592219039781,-0.170306798274169,0.214617141414381,0.830126991863179,0.291640338623811,0.260922891282526,-0.883782073034985,0.71297018729143,0.676315961296032,-0.31858234615293,0.636781855884945,-0.518190758946768,-0.376342599981923,-0.450028482467701,0.00609089882081714,-0.481472017951517,-0.494402353377461,0.277701063712097,-0.592978294784537,0.518367769185396,1.04151376794755,-0.13406480792881,-0.635562632728971,-0.115272556527966,-0.0443919523915306,-0.797495678336135,0.873941964874321,0.181059793557706,0.676759119530226,-0.612275932340667,0.57588454762305,-0.1619178591599,-0.751780796115403,0.193080100710938,0.490896047470368
"3",1005,"Barbour County, Alabama",0.619355869895309,48.5095500679294,4.43538719731479,1.25869096140014,24.410612962519,41.2836263503495,40.1,45.8699849817636,28.5999093792478,2.58528212829865,20074,2.81505866464084,47.4306721010149,20.2638918686977,6.14518495024383,3.99584432190522,10.6800506420691,25.268303646682,6.93672509619496,2.37245226346278,38.0497747264535,86500,587,26.4535507401845,5.74250602963133,18.0429539451016,48.5663642998645,11.1456768933705,22.6839180559011,21.9300305235971,-0.416059758077583,2.6085157156271,-0.371279217189731,-0.208298460149806,-0.148764838290682,-2.16092065492237,-0.276176081085338,1.09671344137075,2.26101988105027,-0.421612048203317,-1.27274111279833,-0.100681848637698,-1.0289780860949,2.18987640166733,-0.198496216456421,-0.220356430891525,0.239190299862734,2.12315695036717,0.705103964494899,-0.437943628832733,1.20886653782241,-0.738836591886765,-0.852206320405271,1.58066761619416,-0.0854552635620698,0.0899776178604606,-0.797403386854447,1.41342599677791,0.386815706688975,0.547958964410784,-1.09080942781497,2.09469243744784,0.216350541791428,0.2980558561471,-0.275741085567708,-0.910825300866108,0.0337839515967471
"4",1007,"Bibb County, Alabama",0.299454724233485,22.7004558862966,2.6816840976133,0.402252614641995,22.0300348618933,52.6403425309229,39.9,42.099462735914,18.0981299402352,2.16283234605318,22626,1.44879503811373,46.2679896308215,16.3796666207467,10.5414255595927,4.46947349602217,9.05147484094853,19.1155313692375,7.43589743589744,2.8539743766359,25.2238600358176,96400,693,27.7310924369748,4.72118511381428,16.4277971817415,46.8366272950532,6.62625706020113,21.4138789650319,17.0809248554913,-0.529660665916358,0.855596543546597,-0.496752162557643,-0.326790138969306,-0.705741959001654,-1.18601266949829,-0.312809398485929,0.593874029096077,0.560946741615222,-0.540473973573797,-0.909065332065071,-0.396671004621599,-1.50592791155455,1.28203984381319,0.65524880028263,-0.17007501164678,-0.0840886207836008,1.10498628048519,0.903420250804158,1.3793101630316,-0.326748159143112,-0.639345599283932,-0.40111793980887,1.71861993643186,-0.227895910528007,-0.336545793829831,-1.04603503041968,0.16753728803665,0.270641667886834,-0.390996003510938,-1.25283114603916,0.361051487305524,-0.12346023528831,0.328734083002226,-1.06716355637701,-0.265852463161946,0.26620669061132
"5",1009,"Blount County, Alabama",0.498658124837676,1.90113410094364,9.28404467145702,1.37823565059302,24.0446714570167,71.4053878610841,41,37.4251355812308,13.7360617571376,2.73520396132988,25457,3.31612903225806,50.3471560903818,10.2711624616836,5.41143842797714,1.73145182235304,10.0324754687991,17.1748631134777,5.20154427331977,2.69705258193822,23.9236029238387,135300,666,24.1311011553879,1.65528113504992,13.07584515677,46.3868863714384,5.07899080405565,13.1085068021636,15.9718683110794,-0.458921040691227,-0.557065585051607,-0.0243702481263127,-0.191758973133562,-0.23438313664843,0.424857255252708,-0.111326152782682,-0.0294974207946403,-0.145203582102268,-0.379429525029928,-0.505630326087068,0.00787069738634961,0.167407483778652,-0.145664018707861,-0.340988971653361,-0.460748861988947,0.110643993999636,0.783841370697239,0.0157336018006207,0.787090784857409,-0.482424692096079,-0.248416345521286,-0.516017810338142,1.32988338765373,-0.655488589290758,-1.22171437061787,-1.11068059486438,-0.259004531291548,-0.489074025001753,-0.605747799688741,-0.811809440287962,-0.668672081067852,-0.0957574602620641,0.506021008437572,-1.0948781457244,-0.277756817212775,0.912651329913606
"6",1011,"Bullock County, Alabama",1.8873488646417,69.1536419935122,8.09987221075396,0.127789246043448,21.9404305514597,38.025974025974,39.7,48.4397783610382,29.4965510141048,2.77048702245553,20783,2.52635974527613,45.1685835053573,21.8431029454652,9.9449647581346,9.82994200334218,10.4687978756,25.0589622641509,3.35262904003859,2.84047827354914,26.188393117527,74800,559,41.2365121026538,2.62041427501872,18.642375842276,45.8425110132159,12.1901428988043,25.3103898932694,20.8704253214639,0.0342204528244147,4.01063483967987,-0.109094741396167,-0.364763246365536,-0.726706425916409,-2.44057114669054,-0.349442715886518,1.43942283498968,2.40617207815857,-0.369502161460067,-1.17170422857424,-0.163225963709716,-1.95692082930462,2.55897588909122,0.539416778749928,0.399003033149198,0.197255766462031,2.08851480109292,-0.718822329290204,1.3283761688518,-0.211267024915412,-0.856416855871932,-0.971361741694886,3.1769707545266,-0.520884287414257,0.248270285435836,-1.18892887171503,1.70135861885553,0.627066454355591,0.342782662495442,-1.45336957766791,1.91787890981479,0.252324749356138,0.829154850475757,-0.807291425488031,-1.20521649409518,0.630128234329119
"7",1013,"Butler County, Alabama",1.49548818817804,45.2904795701105,1.47014093075129,0.806042786170536,26.6298286525398,51.5911282545805,41.2,45.3602045420364,19.5559218999536,2.61693487742518,23415,0.759493670886076,54.121464057589,16.6190404572116,10.3931552149493,10.1389029706986,10.1439588688946,13.6468885672938,6.46561839943675,2.91863438110994,26.7258234320951,98100,627,21.3716348323056,2.89800526910049,15.8951198093087,52.9264118653736,5.3993081666416,34.2919260796521,17.9503810604832,-0.104934186651766,2.38988075106019,-0.583434959441802,-0.270924149903847,0.370458775897622,-1.27608160845592,-0.0746928353820913,1.02872877505995,0.796940362314867,-0.412706121717926,-0.796627953147146,-0.546002162930242,1.71568534324523,1.33798724795802,0.626454864936996,0.431802946623431,0.132773902369917,0.200026458485572,0.517937883513339,1.62333558802838,-0.146921837102174,-0.62226128742284,-0.681984289991534,1.03190893966241,-0.482169481738028,-0.47721286428038,-0.170692049107783,-0.170701209185766,1.44863276748816,-0.22263913959743,-0.625933861613916,0.91081031523792,0.474145964608706,0.0789321513505015,-0.112062563917463,0.202660087412399,2.39295782045046
"8",1015,"Calhoun County, Alabama",1.30856163185333,22.3417655085546,3.85395892376054,1.19310031139568,23.5357405269235,59.8111274444296,39.5,39.8680786143767,15.7836535435903,2.58009512698555,26238,1.36817075662722,51.9567194989678,14.468724759939,7.40289073436333,3.49882789265596,9.98820221230696,14.9264882799144,7.29380346015404,2.49809297316701,29.6194920577941,121600,720,14.6908372969577,1.30675294854399,16.8562780503079,51.5803562236178,5.09288342457148,17.0321283645434,18.3486885400019,-0.171314150542583,0.831234772631283,-0.412878914433495,-0.217373189537286,-0.353456265990239,-0.570442520277295,-0.386076033287109,0.296295124352063,0.186269366543399,-0.423071480753375,-0.394332996638527,-0.414137555414331,0.827674587198236,0.835406919502185,0.0457488422495304,-0.273120687859439,0.101855572507414,0.411776680634352,0.84696770458907,0.0362216272921863,0.199529872343213,-0.386095799931267,-0.286218069279598,0.310498810071288,-0.704096798133768,-0.2233944725149,-0.36417350068633,-0.255174690366288,-0.130169352767714,-0.145513002892613,-0.522359233578989,0.506672181883061,-0.18205783674866,-0.23436797785379,-0.489825851347214,-0.136350545693115,0.956749280519366
"9",1017,"Chambers County, Alabama",1.25646932120741,40.3715559278428,2.52191342328058,0.529512071080264,25.4704280970473,48.7137740149788,41.9,42.1292887645413,15.3977186311787,1.5756147842733,24088,1.30394682441243,52.34989679002,16.1610955676631,10.8708155987576,2.9915936219224,9.22140456073408,17.416179378234,3.5882661079099,2.42004123104108,32.7565896038875,103800,734,13.7829480194375,2.26840532464004,15.7158380874762,49.5850622406639,7.36268590781917,20.035325287018,19.2982456140351,-0.189812783201598,2.05579403349272,-0.508183343294768,-0.309183282975402,0.0991971092548922,-1.52308572306785,0.0535237755199737,0.597851648568269,0.12379256611435,-0.705695528745428,-0.700721291535279,-0.428051112886796,0.988961821803953,1.2309545488544,0.719215978035029,-0.326969691290463,-0.0503568802283201,0.823774775000381,-0.625206027864341,-0.258343919044336,0.5751267177762,-0.564978594712118,-0.22664035863479,0.212462532533331,-0.569977948234497,-0.52455678369699,-0.650976188608128,0.370551927062834,0.144541495355276,0.0383541662336443,-0.594675940144431,1.09256876693062,0.0662202445558488,-0.209383851182092,0.131562453787245,-0.968213051080979,1.4480455586634
"10",1019,"Cherokee County, Alabama",0.11522949875168,5.23910120990974,1.6593047820242,1.44805070097945,27.2594584213559,75.2107925801012,46.8,46.0409745293466,12.9361370716511,3.29457364341085,26231,1.57385473963143,50.5473401190705,8.09339239571798,6.52757198350086,3.84098329172268,9.53896305495188,17.1759912239461,4.12869629905152,2.37735326688815,21.7700258397933,138500,626,22.9328165374677,3.27837051406402,15.5480116391853,42.9653284671533,3.16537467700258,34.8445673741807,16.1290322580645,-0.595081353354782,-0.330355321611024,-0.569900772508798,-0.182099781017201,0.517771470934561,0.751529102057012,0.951040051834434,1.11951672378246,-0.2746988242433,-0.222043345180073,-0.395330539924237,-0.369577905763427,0.249525981296721,-0.654661091297016,-0.12423708163687,-0.236796787205721,0.0126797725219967,0.784028052235176,-0.410498400874256,-0.419447350437519,-0.740267091728035,-0.216257640841582,-0.686239840751878,1.20048945572764,-0.429121051282045,-0.56887564544513,-1.60249383753064,-0.786539660482815,1.49918441716242,-0.57531541093498,-0.53075651571891,-0.682000886279315,1.27049544670886,0.161447120479542,-0.770284832874143,-0.262376174747721,0.448847605750625
