GEOID,NAME,QASIAN,QBLACK,QHISP,QNATAM,QAGEDEP,QFAM,MEDAGE,QSSBEN,QPOVTY,QRICH,PCINCOME,QESL,QFEMALE,QFHH,NHRES1K,HOSP100K,QNOHLTH,QED12LES,QCVLUN,PPUNIT,QRENTER,MDHSEVAL,MDGRENT,QMOHO,QEXTRCT,QSERV,QFEMLBR,QNOAUTO,QUNOCCHU,QHSEBRDN,ZQASIAN,ZQBLACK,ZQHISP,ZQNATAM,ZQAGEDEP,ZQFAM,ZMEDAGE,ZQSSBEN,ZQPOVTY,ZQRICH,ZPCINCOME,ZQESL,ZQFEMALE,ZQFHH,ZNHRES1K,ZHOSP100K,ZQNOHLTH,ZQED12LES,ZQCVLUN,ZPPUNIT,ZQRENTER,ZMDHSEVAL,ZMDGRENT,ZQMOHO,ZQEXTRCT,ZQSERV,ZQFEMLBR,ZQNOAUTO,ZQUNOCCHU,ZQHSEBRDN
1001,"Autauga County, Alabama",1.8835708765434318,20.530563094232463,2.877478028001941,0.8033933032585058,21.073347831557,69.63286137635825,38.6,34.876385732176814,15.211757670212574,4.1653137900644746,29804,1.2747118540569422,51.37942809899531,13.646273018229046,4.421392738712695,1.797300454717015,7.964731545469544,11.286318013734812,2.9072523305419495,2.5539681803423164,25.376872767753607,161200.0,1011.0,16.78649288000371,0.8380797396257119,15.30919446704638,51.084233261339094,5.413052553457953,9.022239101996034,20.86998550024166,0.03287884188119875,0.7082203260861867,-0.48274361051984155,-0.27129071648676345,-0.9295753158817214,0.27269617304737626,-0.5509259615897645,-0.3694004349047507,0.09368840742790828,0.022951100736064593,0.11384405433906362,-0.4343846154647216,0.590860977709101,0.6431802306434624,-0.5332547388536434,-0.45375823963811973,-0.29981158519235285,-0.1906045600931089,-0.8957661380931038,0.2470934218218442,-0.3084283273298444,0.011868170480065032,0.9521472019803335,0.5367932244349211,-0.769461282557859,-0.6319414216853225,-0.43548599916367975,-0.16691223250840823,-0.8628563957713857,0.34269749785893366
1003,"Baldwin County, Alabama",1.4292978574275388,9.334872577179794,4.556803137125554,1.533288438721145,25.963745310116405,76.1263804512297,43.2,39.602841267386104,9.173676627782683,6.617725796280652,33751,1.80924639774341,51.491371530402354,8.677287708068105,5.229389861369392,1.8324331505481266,9.505770416703374,9.528615416262221,3.917505715258524,2.562078360917106,23.000226063988006,211600.0,1032.0,10.573845586398086,1.7981532480155515,17.265713591446623,53.80508502164878,3.1256320868085714,28.009285035161504,20.035229484368458,-0.128439203015022,-0.0521760060713314,-0.36259221903978067,-0.17030679827416909,0.21461714141438074,0.8301269918631793,0.291640338623811,0.26092289128252577,-0.8837820730349847,0.71297018729143,0.676315961296032,-0.3185823461529303,0.6367818558849448,-0.5181907589467678,-0.37634259998192293,-0.45002848246770094,0.006090898820817144,-0.48147201795151684,-0.4944023533774607,0.27770106371209735,-0.5929782947845371,0.5183677691853964,1.041513767947545,-0.1340648079288103,-0.6355626327289711,-0.1152725565279661,-0.044391952391530556,-0.7974956783361352,0.8739419648743209,0.1810597935577056
1005,"Barbour County, Alabama",0.6193558698953089,48.509550067929354,4.4353871973147925,1.2586909614001438,24.41061296251898,41.2836263503495,40.1,45.86998498176357,28.599909379247848,2.5852821282986485,20074,2.8150586646408375,47.43067210101494,20.263891868697705,6.145184950243825,3.9958443219052184,10.68005064206909,25.268303646682025,6.936725096194955,2.372452263462776,38.04977472645355,86500.0,587.0,26.45355074018451,5.742506029631331,18.042953945101644,48.56636429986445,11.14567689337052,22.683918055901135,21.93003052359709,-0.41605975807758294,2.6085157156270986,-0.3712792171897312,-0.20829846014980588,-0.1487648382906819,-2.1609206549223674,-0.27617608108533775,1.0967134413707467,2.2610198810502684,-0.4216120482033175,-1.2727411127983324,-0.1006818486376976,-1.028978086094896,2.189876401667325,-0.19849621645642143,-0.2203564308915247,0.2391902998627342,2.123156950367171,0.705103964494899,-0.4379436288327334,1.2088665378224108,-0.7388365918867653,-0.8522063204052707,1.5806676161941573,-0.08545526356206982,0.08997761786046064,-0.7974033868544467,1.4134259967779095,0.38681570668897475,0.5479589644107836
1007,"Bibb County, Alabama",0.2994547242334853,22.700455886296595,2.681684097613301,0.4022526146419952,22.03003486189327,52.64034253092293,39.9,42.09946273591404,18.098129940235204,2.1628323460531753,22626,1.4487950381137258,46.26798963082149,16.379666620746658,10.541425559592698,4.469473496022169,9.051474840948526,19.115531369237505,7.435897435897436,2.8539743766359003,25.223860035817605,96400.0,693.0,27.73109243697479,4.721185113814284,16.42779718174154,46.83662729505321,6.626257060201129,21.413878965031937,17.08092485549133,-0.5296606659163577,0.8555965435465965,-0.4967521625576433,-0.32679013896930575,-0.7057419590016545,-1.186012669498294,-0.31280939848592854,0.593874029096077,0.5609467416152223,-0.5404739735737967,-0.9090653320650709,-0.39667100462159854,-1.5059279115545452,1.2820398438131912,0.6552488002826298,-0.17007501164678004,-0.08408862078360083,1.104986280485185,0.9034202508041582,1.3793101630316045,-0.3267481591431121,-0.6393455992839324,-0.4011179398088696,1.7186199364318553,-0.227895910528007,-0.33654579382983113,-1.0460350304196835,0.16753728803665047,0.27064166788683447,-0.39099600351093783
1009,"Blount County, Alabama",0.4986581248376764,1.9011341009436413,9.284044671457016,1.3782356505930222,24.044671457016708,71.40538786108407,41.0,37.42513558123084,13.736061757137605,2.735203961329875,25457,3.3161290322580643,50.34715609038179,10.271162461683565,5.411438427977137,1.731451822353043,10.032475468799106,17.17486311347767,5.201544273319772,2.6970525819382223,23.92360292383872,135300.0,666.0,24.13110115538788,1.6552811350499212,13.075845156770013,46.38688637143838,5.078990804055647,13.10850680216358,15.971868311079401,-0.45892104069122736,-0.5570655850516072,-0.024370248126312662,-0.19175897313356235,-0.23438313664843002,0.42485725525270845,-0.11132615278268201,-0.02949742079464033,-0.14520358210226794,-0.3794295250299278,-0.505630326087068,0.007870697386349615,0.16740748377865228,-0.1456640187078606,-0.3409889716533613,-0.46074886198894727,0.11064399399963618,0.7838413706972388,0.01573360180062073,0.7870907848574086,-0.4824246920960787,-0.2484163455212858,-0.5160178103381415,1.3298833876537346,-0.6554885892907579,-1.221714370617869,-1.1106805948643812,-0.2590045312915483,-0.48907402500175334,-0.6057477996887407
1011,"Bullock County, Alabama",1.8873488646416987,69.15364199351224,8.099872210753956,0.12778924604344835,21.940430551459745,38.02597402597402,39.7,48.4397783610382,29.496551014104806,2.7704870224555265,20783,2.526359745276125,45.16858350535732,21.84310294546515,9.944964758134596,9.82994200334218,10.46879787560004,25.058962264150942,3.3526290400385914,2.84047827354914,26.188393117526974,74800.0,559.0,41.23651210265383,2.6204142750187174,18.642375842276017,45.84251101321586,12.190142898804316,25.31038989326944,20.870425321463898,0.03422045282441465,4.0106348396798746,-0.10909474139616665,-0.36476324636553603,-0.7267064259164092,-2.440571146690542,-0.349442715886518,1.4394228349896796,2.406172078158567,-0.36950216146006726,-1.1717042285742405,-0.16322596370971648,-1.9569208293046163,2.558975889091219,0.5394167787499283,0.399003033149198,0.19725576646203136,2.088514801092922,-0.7188223292902043,1.3283761688517994,-0.2112670249154124,-0.8564168558719315,-0.971361741694886,3.1769707545266033,-0.5208842874142573,0.24827028543583649,-1.1889288717150284,1.701358618855527,0.6270664543555912,0.3427826624954424
1013,"Butler County, Alabama",1.495488188178039,45.29047957011051,1.4701409307512927,0.8060427861705364,26.629828652539796,51.59112825458052,41.2,45.3602045420364,19.555921899953635,2.6169348774251766,23415,0.759493670886076,54.121464057588966,16.61904045721161,10.393155214949347,10.13890297069857,10.143958868894602,13.646888567293777,6.465618399436752,2.9186343811099413,26.72582343209505,98100.0,627.0,21.37163483230561,2.8980052691004894,15.895119809308744,52.926411865373645,5.3993081666416005,34.29192607965214,17.950381060483217,-0.1049341866517657,2.3898807510601867,-0.583434959441802,-0.2709241499038466,0.37045877589762244,-1.2760816084559206,-0.07469283538209127,1.0287287750599452,0.7969403623148673,-0.41270612171792587,-0.7966279531471464,-0.5460021629302417,1.7156853432452261,1.3379872479580242,0.6264548649369958,0.43180294662343116,0.13277390236991743,0.20002645848557188,0.5179378835133394,1.6233355880283782,-0.14692183710217402,-0.6222612874228399,-0.6819842899915344,1.0319089396624066,-0.48216948173802826,-0.47721286428037984,-0.17069204910778313,-0.17070120918576567,1.448632767488164,-0.22263913959743026
1015,"Calhoun County, Alabama",1.308561631853329,22.341765508554634,3.85395892376054,1.1931003113956824,23.53574052692348,59.811127444429594,39.5,39.86807861437674,15.783653543590251,2.5800951269855514,26238,1.3681707566272223,51.95671949896784,14.468724759938976,7.402890734363326,3.49882789265596,9.988202212306955,14.926488279914395,7.2938034601540425,2.4980929731670107,29.61949205779413,121600.0,720.0,14.690837296957731,1.3067529485439933,16.8562780503079,51.580356223617834,5.09288342457148,17.03212836454339,18.34868854000188,-0.17131415054258292,0.8312347726312832,-0.41287891443349495,-0.2173731895372858,-0.3534562659902393,-0.5704425202772948,-0.3860760332871087,0.2962951243520631,0.18626936654339946,-0.4230714807533754,-0.3943329966385267,-0.414137555414331,0.8276745871982357,0.8354069195021848,0.04574884224953035,-0.27312068785943927,0.10185557250741406,0.41177668063435174,0.8469677045890704,0.03622162729218627,0.19952987234321348,-0.38609579993126675,-0.28621806927959764,0.3104988100712882,-0.7040967981337678,-0.22339447251489988,-0.36417350068633003,-0.2551746903662884,-0.1301693527677142,-0.14551300289261307
1017,"Chambers County, Alabama",1.2564693212074072,40.37155592784276,2.5219134232805818,0.5295120710802644,25.470428097047296,48.71377401497883,41.9,42.12928876454131,15.397718631178707,1.5756147842733028,24088,1.3039468244124288,52.34989679002005,16.161095567663082,10.870815598757622,2.991593621922398,9.221404560734078,17.416179378233984,3.5882661079099005,2.420041231041084,32.7565896038875,103800.0,734.0,13.782948019437491,2.2684053246400433,15.715838087476229,49.5850622406639,7.362685907819173,20.035325287017958,19.29824561403509,-0.18981278320159817,2.055794033492724,-0.5081833432947681,-0.30918328297540226,0.09919710925489224,-1.5230857230678485,0.05352377551997374,0.5978516485682689,0.12379256611435041,-0.7056955287454276,-0.7007212915352792,-0.4280511128867964,0.9889618218039533,1.2309545488544043,0.7192159780350289,-0.3269696912904629,-0.05035688022832011,0.8237747750003807,-0.625206027864341,-0.25834391904433585,0.5751267177761995,-0.5649785947121179,-0.22664035863478996,0.21246253253333125,-0.5699779482344971,-0.5245567836969903,-0.6509761886081279,0.37055192706283374,0.14454149535527616,0.038354166233644266
1019,"Cherokee County, Alabama",0.11522949875168043,5.2391012099097365,1.6593047820241982,1.4480507009794508,27.259458421355866,75.21079258010118,46.8,46.04097452934662,12.93613707165109,3.294573643410853,26231,1.5738547396314289,50.54734011907048,8.093392395717977,6.527571983500861,3.840983291722681,9.538963054951878,17.17599122394609,4.128696299051516,2.3773532668881505,21.77002583979328,138500.0,626.0,22.9328165374677,3.2783705140640156,15.548011639185257,42.965328467153284,3.165374677002584,34.84456737418075,16.129032258064516,-0.5950813533547821,-0.3303553216110237,-0.5699007725087978,-0.18209978101720095,0.5177714709345612,0.7515291020570123,0.9510400518344341,1.1195167237824644,-0.27469882424329967,-0.2220433451800735,-0.3953305399242371,-0.36957790576342664,0.24952598129672093,-0.654661091297016,-0.12423708163687014,-0.23679678720572106,0.012679772521996723,0.7840280522351765,-0.41049840087425604,-0.4194473504375194,-0.7402670917280347,-0.21625764084158222,-0.6862398407518778,1.2004894557276375,-0.42912105128204486,-0.5688756454451304,-1.6024938375306352,-0.7865396604828153,1.4991844171624207,-0.5753154109349798
